facts,longitude,latitude
Drugs (Illegal),-74.0164386,40.716299
Aggressive Driving/Road Rage,-73.9170643,40.8636899
Alcohol Involvement,-73.9977202,40.715356
Prescription Medication,-73.9792864,40.7869399
Alcohol Involvement,-73.7420127,40.7072992
Alcohol Involvement,-73.9730215,40.5985185
Alcohol Involvement,-73.7888539,40.6825847
Prescription Medication,-73.9930696,40.7578281
Alcohol Involvement,-73.8908669,40.7011029
Prescription Medication,-73.7857328,40.7197394
Prescription Medication,-73.9943603,40.6902385
Alcohol Involvement,-73.9450059,40.7079101
Prescription Medication,-73.9867215,40.7159536
Prescription Medication,-73.9769843,40.7501572
Prescription Medication,-73.9221576,40.6543162
Alcohol Involvement,-73.8983008,40.6367364
Prescription Medication,-73.9001844,40.7119038
Prescription Medication,-73.9881756,40.7747353
Prescription Medication,-73.926424,40.8314212
Prescription Medication,-73.7894275,40.7578472
Prescription Medication,-73.8996069,40.7408961
Prescription Medication,-73.8968919,40.8209989
Prescription Medication,-73.9791936,40.7717807
Prescription Medication,-73.8521639,40.6936625
Aggressive Driving/Road Rage,-73.7846194,40.7200049
Alcohol Involvement,-73.8531341,40.8949212
Prescription Medication,-73.9707499,40.7616096
Prescription Medication,-73.805401,40.6747116
Prescription Medication,-73.8959592,40.7335315
Prescription Medication,-74.1495445,40.6096259
Prescription Medication,-73.8206673,40.7649898
Prescription Medication,-73.9949711,40.7206259
Prescription Medication,-73.9997119,40.6874245
Prescription Medication,-73.9447576,40.7197624
Prescription Medication,-73.9804246,40.7598989
Prescription Medication,-74.0032408,40.6718514
Prescription Medication,-73.9343077,40.7410282
Alcohol Involvement,-73.9103518,40.8199479
Prescription Medication,-73.8592776,40.7317743
Alcohol Involvement,-73.9991446,40.754584
Prescription Medication,-73.9550576,40.7143262
Prescription Medication,-73.9925287,40.7534749
Prescription Medication,-73.9614419,40.796111
Prescription Medication,-73.8870509,40.8843484
Alcohol Involvement,-74.0071393,40.7538318
Prescription Medication,-73.9203651,40.8335416
Prescription Medication,-73.9926138,40.7020602
Prescription Medication,-73.8939845,40.6479751
Prescription Medication,-73.9552651,40.5878604
Alcohol Involvement,-74.0241544,40.6257805
Aggressive Driving/Road Rage,-73.9605193,40.6587795
Prescription Medication,-73.9804953,40.7920181
Aggressive Driving/Road Rage,-74.0216122,40.6387712
Aggressive Driving/Road Rage,-73.9845292,40.6960346
Aggressive Driving/Road Rage,-73.9759535,40.7762211
Prescription Medication,-73.9956441,40.744099
Alcohol Involvement,-73.9270904,40.5843704
Prescription Medication,-73.9206109,40.866761
Prescription Medication,-73.9953068,40.6661587
Prescription Medication,-73.8590972,40.6925184
Prescription Medication,-74.016383,40.7100794
Prescription Medication,-73.9930696,40.7578281
Prescription Medication,-73.8583814,40.6747231
Prescription Medication,-73.9265219,40.8081625
Prescription Medication,-73.9030288,40.8097014
Aggressive Driving/Road Rage,-73.9244654,40.828302
Alcohol Involvement,-73.9903644,40.7192038
Alcohol Involvement,-73.8152441,40.7042012
Prescription Medication,-73.9435263,40.69603
Prescription Medication,-73.9972484,40.6963705
Prescription Medication,-73.7650719,40.7263443
Alcohol Involvement,-74.0833411,40.5755806
Alcohol Involvement,-73.949858,40.64439
Prescription Medication,-73.9973989,40.7214494
Alcohol Involvement,-73.8683917,40.7328231
Alcohol Involvement,-73.9942669,40.6445352
Prescription Medication,-73.9304637,40.6622155
Prescription Medication,-73.9730457,40.7526925
Aggressive Driving/Road Rage,-73.9073312,40.8538153
Aggressive Driving/Road Rage,-73.9313928,40.8137456
Aggressive Driving/Road Rage,-74.0035249,40.6583141
Prescription Medication,-73.9253747,40.8326282
Prescription Medication,-73.8088807,40.7159296
Aggressive Driving/Road Rage,-73.7567277,40.6957044
Alcohol Involvement,-73.9107635,40.6422446
Animals Action,-74.0934086,40.5852401
Animals Action,-73.9193098,40.7174165
Alcohol Involvement,-73.8823749,40.7289813
Prescription Medication,-73.9362273,40.8204372
Alcohol Involvement,-73.9742167,40.5901115
Alcohol Involvement,-73.8974917,40.8420678
Prescription Medication,-73.9976034,40.753928
Prescription Medication,-73.8460949,40.68424
Alcohol Involvement,-73.9100022,40.6483539
Prescription Medication,-73.9597705,40.8187571
Alcohol Involvement,-73.9535429,40.8120522
Aggressive Driving/Road Rage,-73.9922143,40.7252314
Prescription Medication,-73.9945856,40.7136898
Prescription Medication,-73.793792,40.7040331
Prescription Medication,-73.994019,40.7565272
Alcohol Involvement,-73.935763,40.7914921
Prescription Medication,-73.946874,40.6267726
Prescription Medication,-73.7927857,40.7411926
Prescription Medication,-73.9814013,40.6879453
Alcohol Involvement,-73.9261433,40.8336278
Alcohol Involvement,-73.7611864,40.7134368
Prescription Medication,-74.1023153,40.577945
Prescription Medication,-73.9796145,40.6824939
Prescription Medication,-74.1168345,40.6114287
Prescription Medication,-73.9693944,40.7577007
Prescription Medication,-73.9698262,40.7686469
Prescription Medication,-73.9975038,40.7140687
Aggressive Driving/Road Rage,-73.9903644,40.7192038
Alcohol Involvement,-73.8094845,40.7684769
Prescription Medication,-73.9544407,40.7037476
Prescription Medication,-73.9849637,40.6243218
Prescription Medication,-73.9682261,40.6794199
Prescription Medication,-73.9745338,40.7781668
Alcohol Involvement,-73.824216,40.6692276
Prescription Medication,-73.978388,40.6844232
Prescription Medication,-73.9228481,40.6524639
Alcohol Involvement,-74.0055932,40.7381374
Alcohol Involvement,-73.9881767,40.7482897
Prescription Medication,-73.8820347,40.7580726
Prescription Medication,-73.9294799,40.7132374
Prescription Medication,-74.0099877,40.7098057
Prescription Medication,-73.9885593,40.7691169
Prescription Medication,-73.9532053,40.6396923
Prescription Medication,-73.8925647,40.8605215
Aggressive Driving/Road Rage,-73.9879256,40.7597902
Prescription Medication,-73.9897922,40.7572323
Prescription Medication,-74.0903852,40.5884704
Prescription Medication,-73.9940403,40.7203211
Aggressive Driving/Road Rage,-74.1624132,40.5919868
Prescription Medication,-73.9449556,40.7207967
Alcohol Involvement,-73.8285119,40.6892381
Alcohol Involvement,-73.9515055,40.8120074
Alcohol Involvement,-73.840351,40.7249673
Fell Asleep,-73.8208533,40.6891331
Alcohol Involvement,-73.8977031,40.8456416
Prescription Medication,-73.9605238,40.7973677
Prescription Medication,-74.0023315,40.7502089
Prescription Medication,-73.95828,40.6087467
Prescription Medication,-73.9628704,40.7992404
Prescription Medication,-73.8359814,40.6944174
Prescription Medication,-73.943814,40.8253323
Prescription Medication,-73.9092916,40.6488172
Prescription Medication,-73.9266187,40.8645253
Alcohol Involvement,-73.9123973,40.6163899
Aggressive Driving/Road Rage,-73.988033,40.7647362
Prescription Medication,-73.8958844,40.8622592
Prescription Medication,-73.8850856,40.822533
Prescription Medication,-73.9495721,40.6508071
Alcohol Involvement,-73.9985947,40.6425838
Prescription Medication,-74.1694817,40.5793999
Prescription Medication,-73.933222,40.600108
Prescription Medication,-73.9025894,40.9124681
Alcohol Involvement,-73.8492907,40.5799915
Alcohol Involvement,-73.9010925,40.812181
Aggressive Driving/Road Rage,-73.9132766,40.635508
Prescription Medication,-73.9704693,40.6861754
Prescription Medication,-73.9891302,40.7216438
Prescription Medication,-73.822349,40.7868543
Alcohol Involvement,-73.9514952,40.5882789
Prescription Medication,-73.9503862,40.5834503
Alcohol Involvement,-74.1552911,40.6132456
Alcohol Involvement,-73.8481873,40.6869052
Alcohol Involvement,-73.810322,40.6670811
Alcohol Involvement,-73.9843735,40.6835431
Drugs (Illegal),-73.7567868,40.7621739
Alcohol Involvement,-73.9486777,40.8156923
Alcohol Involvement,-74.0275073,40.6321559
Prescription Medication,-73.7701087,40.731779
Prescription Medication,-73.9508794,40.8183941
Alcohol Involvement,-73.8555803,40.7379289
Prescription Medication,-73.7780011,40.7140523
Prescription Medication,-73.9133064,40.8870994
Alcohol Involvement,-73.9856988,40.673975
Alcohol Involvement,-73.9765674,40.6219955
Prescription Medication,-73.9285006,40.6341296
Prescription Medication,-73.996654,40.755207
Aggressive Driving/Road Rage,-73.919961,40.6527885
Prescription Medication,-73.8863759,40.7122066
Prescription Medication,-74.0022928,40.6738386
Prescription Medication,-73.9958167,40.754057
Alcohol Involvement,-73.9990364,40.749638
Alcohol Involvement,-73.8419873,40.695219
Alcohol Involvement,-73.8613162,40.671142
Alcohol Involvement,-73.9141134,40.6963988
Prescription Medication,-73.8089945,40.7303651
Prescription Medication,-73.9194145,40.6397751
Aggressive Driving/Road Rage,-73.9143918,40.6649302
Alcohol Involvement,-73.9799897,40.7175391
Fell Asleep,-73.9070977,40.6172476
Prescription Medication,-73.9813418,40.7586447
Prescription Medication,-73.7684572,40.7376906
Prescription Medication,-74.006299,40.7225499
Fell Asleep,-74.0023824,40.682197
Alcohol Involvement,-73.8265417,40.7604644
Prescription Medication,-73.9889465,40.7634847
Prescription Medication,-73.9506603,40.7289951
Drugs (Illegal),-73.8688105,40.7060836
Prescription Medication,-73.9497508,40.5906331
Prescription Medication,-73.8394637,40.6574995
Aggressive Driving/Road Rage,-74.0184306,40.6408367
Alcohol Involvement,-73.7567868,40.7621739
Prescription Medication,-73.969846,40.7487997
Prescription Medication,-73.7579571,40.6868633
Alcohol Involvement,-73.7932361,40.770469
Prescription Medication,-73.9070741,40.8334301
Alcohol Involvement,-74.0083695,40.6052187
Prescription Medication,-73.9113909,40.829138
Aggressive Driving/Road Rage,-73.9204622,40.830915
Prescription Medication,-73.9672737,40.5999389
Fell Asleep,-73.884717,40.8517583
Aggressive Driving/Road Rage,-73.9868516,40.751081
Drugs (Illegal),-73.9579603,40.6988194
Prescription Medication,-73.9244428,40.771777
Alcohol Involvement,-74.0096671,40.7127234
Prescription Medication,-74.0054264,40.7278775
Prescription Medication,-73.7566341,40.7492864
Prescription Medication,-73.9577247,40.717835
Fell Asleep,-73.8847093,40.8687041
Prescription Medication,-73.9020981,40.8456427
Prescription Medication,-73.9837107,40.6808806
Prescription Medication,-73.9400667,40.7896243
Animals Action,-73.8066113,40.6844524
Prescription Medication,-73.9970984,40.7472061
Prescription Medication,-73.9930696,40.7578281
Prescription Medication,-73.9545587,40.7740216
Prescription Medication,-73.982638,40.7849752
Aggressive Driving/Road Rage,-73.8917906,40.8230774
Prescription Medication,-73.9000977,40.8492091
Prescription Medication,-73.9827825,40.6733982
Prescription Medication,-73.9722023,40.749824
Prescription Medication,-73.9237498,40.6643768
Prescription Medication,-73.921284,40.8357243
Aggressive Driving/Road Rage,-73.9755207,40.6867557
Prescription Medication,-73.9732382,40.5969788
Prescription Medication,-73.9211311,40.7452249
Aggressive Driving/Road Rage,-73.986597,40.7427726
Prescription Medication,-73.79147,40.5931256
Alcohol Involvement,-73.801159,40.7274946
Prescription Medication,-73.7910133,40.7114334
Prescription Medication,-73.8971422,40.8624442
Prescription Medication,-74.0149074,40.6442297
Prescription Medication,-73.9638616,40.8029708
Aggressive Driving/Road Rage,-73.9179524,40.8061229
Prescription Medication,-73.9280929,40.8219448
Prescription Medication,-73.9437192,40.73239
Aggressive Driving/Road Rage,-73.8863853,40.738474
Prescription Medication,-73.9291071,40.6397952
Alcohol Involvement,-73.9834445,40.7220191
Alcohol Involvement,-73.942558,40.5935887
Prescription Medication,-73.978327,40.7831465
Prescription Medication,-73.9452831,40.6470338
Animals Action,-73.7661877,40.7263282
Prescription Medication,-73.9525902,40.8107645
Prescription Medication,-73.7364264,40.7180571
Prescription Medication,-73.9061365,40.6629667
Prescription Medication,-73.9957485,40.7490533
Alcohol Involvement,-73.882203,40.6853613
Aggressive Driving/Road Rage,-73.9302061,40.6501081
Alcohol Involvement,-73.9169189,40.8383342
Alcohol Involvement,-73.968775,40.5928687
Prescription Medication,-73.9876815,40.7326034
Prescription Medication,-73.9113938,40.8378635
Alcohol Involvement,-73.9707939,40.603519
Prescription Medication,-73.9384612,40.7176424
Alcohol Involvement,-73.9385688,40.6988491
Prescription Medication,-73.92737,40.6235615
Alcohol Involvement,-73.9839876,40.7854219
Alcohol Involvement,-73.8971299,40.6110621
Alcohol Involvement,-73.7921066,40.6870481
Prescription Medication,-73.9920628,40.7256458
Prescription Medication,-74.0050741,40.6501456
Fell Asleep,-73.82549,40.8243493
Prescription Medication,-73.9412073,40.679939
Fell Asleep,-73.9072948,40.8021322
Alcohol Involvement,-73.9533075,40.6585133
Prescription Medication,-73.7569316,40.665504
Prescription Medication,-73.9887629,40.696197
Alcohol Involvement,-73.831722,40.6860506
Aggressive Driving/Road Rage,-73.8463392,40.5766389
Prescription Medication,-73.9558249,40.6505297
Prescription Medication,-73.9941184,40.735313
Prescription Medication,-73.8171259,40.7176783
Prescription Medication,-73.7856623,40.757961
Prescription Medication,-73.8800407,40.8952213
Aggressive Driving/Road Rage,-73.9564767,40.6567112
Prescription Medication,-73.9386719,40.6298536
Alcohol Involvement,-73.8857889,40.7474405
Alcohol Involvement,-73.8101829,40.7007703
Alcohol Involvement,-73.8889763,40.7492579
Alcohol Involvement,-73.9167618,40.8165575
Prescription Medication,-73.9287567,40.82284
Prescription Medication,-73.8441464,40.5815025
Prescription Medication,-73.9242798,40.8071867
Prescription Medication,-73.9449618,40.6695546
Alcohol Involvement,-73.827064,40.7025151
Alcohol Involvement,-73.9390758,40.6728262
Alcohol Involvement,-73.7342953,40.7425075
Prescription Medication,-73.8553098,40.8093413
Prescription Medication,-73.9176827,40.8402259
Alcohol Involvement,-73.7597173,40.6686828
Prescription Medication,-73.9722023,40.749824
Drugs (Illegal),-73.9378814,40.8095251
Aggressive Driving/Road Rage,-73.9565568,40.5946488
Alcohol Involvement,-73.9370159,40.6323121
Prescription Medication,-73.9749359,40.7460781
Prescription Medication,-73.9264388,40.7657317
Prescription Medication,-73.7993034,40.7086979
Prescription Medication,-73.9940403,40.7203211
Alcohol Involvement,-73.808896,40.7105999
Alcohol Involvement,-73.9370755,40.6646429
Prescription Medication,-73.94538,40.6651
Prescription Medication,-73.8808023,40.8073888
Alcohol Involvement,-73.8550641,40.6849433
Animals Action,-73.8107589,40.6795239
Prescription Medication,-73.9969426,40.7593763
Prescription Medication,-73.9256052,40.6685062
Prescription Medication,-73.9590779,40.7993517
Prescription Medication,-73.9883913,40.7591644
Prescription Medication,-73.9972273,40.684299
Fell Asleep,-73.8541865,40.8406104
Prescription Medication,-73.855088,40.6656448
Prescription Medication,-73.8726147,40.7405483
Alcohol Involvement,-73.8678194,40.8585032
Prescription Medication,-73.9753742,40.7610398
Prescription Medication,-73.9494635,40.822689
Aggressive Driving/Road Rage,-73.926424,40.8314212
Prescription Medication,-73.9588589,40.7095517
Alcohol Involvement,-73.8877892,40.8476168
Aggressive Driving/Road Rage,-73.9553688,40.8044198
Prescription Medication,-73.9502468,40.7029389
Alcohol Involvement,-73.8350092,40.8381061
Aggressive Driving/Road Rage,-73.9386598,40.6860914
Prescription Medication,-73.935859,40.6777156
Prescription Medication,-73.9156959,40.6170648
Alcohol Involvement,-73.9556973,40.7070418
Aggressive Driving/Road Rage,-74.006972,40.7416259
Prescription Medication,-73.9767049,40.7649952
Prescription Medication,-73.9988113,40.6197225
Drugs (Illegal),-73.9988005,40.6903113
Aggressive Driving/Road Rage,-73.9481865,40.6902407
Alcohol Involvement,-73.9699667,40.6091511
Prescription Medication,-73.8223616,40.8267983
Prescription Medication,-73.9719069,40.757125
Aggressive Driving/Road Rage,-73.7667925,40.704009
Prescription Medication,-74.0002743,40.7428393
Prescription Medication,-73.8072846,40.5880012
